  [0x512ce0] __TEXT,__cstring: stopDevice
  [0x62252b] __TEXT,__cstring: DisplayScalerFilter
  [0x62253f] __TEXT,__cstring: site.DisplayScalerFilter
  [0x622558] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/DisplayScalerFilter.cpp
  [0x6225f0] __TEXT,__cstring: DisplayScalerFilter allocation failed
  [0x622618] __TEXT,__cstring: IosaDPEControlMSR23
  [0x62262c] __TEXT,__cstring: site.IosaDPEControlMSR23
  [0x622645] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/DPEControl/IosaDPEControlMSR23.cpp
  [0x6226e8] __TEXT,__cstring: Scaler[%d] startDPE() done
  [0x622704] __TEXT,__cstring: Scaler[%d] stopDPE() done
  [0x62271f] __TEXT,__cstring: PerfControlClient
  [0x622731] __TEXT,__cstring: site.PerfControlClient
  [0x622748] __TEXT,__cstring: 121122222
  [0x622752] __TEXT,__cstring: RingBuffer
  [0x62275d] __TEXT,__cstring: site.RingBuffer
  [0x62276d] __TEXT,__cstring: 12222222222221122222222
  [0x622785] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/RingBuffer.cpp
  [0x622814] __TEXT,__cstring: Failed to allocate fWriteFlowControlLock
  [0x62283e] __TEXT,__cstring: Failed to allocate fReadFlowControlLock
  [0x622867] __TEXT,__cstring: IosaColorManagerMSR9
  [0x62287c] __TEXT,__cstring: site.IosaColorManagerMSR9
  [0x622896] __TEXT,__cstring: site.AppleM2ScalerCSCDriver
  [0x6228b2] __TEXT,__cstring: 12111112122212121222211122111222022121111111111111000000200000002000000020000000212211111111111111112222222222222222222222222222222222222222222222222222222222222222222222222222222222221122221121122212
  [0x622980] __TEXT,__cstring: IOSA Controls
  [0x62298e] __TEXT,__cstring: idle_power_off_us
  [0x6229a3] __TEXT,__cstring: IOSA Idle Power Off Timeout in us
  [0x6229c5] __TEXT,__cstring: power_down_hyst_us
  [0x6229d8] __TEXT,__cstring: IOSA Power down hyst in us
  [0x6229f3] __TEXT,__cstring: disable_pg_in_intr_filter
  [0x622a0d] __TEXT,__cstring: IOSA Disable PG in interrupt filter
  [0x622a31] __TEXT,__cstring: panic_mask
  [0x622a3c] __TEXT,__cstring: IOSA Panic Mask
  [0x622a4c] __TEXT,__cstring: mapper_cache_policy
  [0x622a60] __TEXT,__cstring: Select mapper cache flush policy
  [0x622a81] __TEXT,__cstring: simulated_model
  [0x622a91] __TEXT,__cstring: Bifrost simulated model
  [0x622aa9] __TEXT,__cstring: com.apple.AppleM2ScalerCSCDriver.blockEnablement
  [0x622ada] __TEXT,__cstring: createTimers
  [0x622ae7] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/AppleM2ScalerCSCDriver.cpp
  [0x622b82] __TEXT,__cstring: Could not get timer event source %u for HAL instance %u
  [0x622bbb] __TEXT,__cstring: Could not add timer event source %u to work loop
  [0x622bed] __TEXT,__cstring: "[%s] " "setPowerState sleep ack watchdog: MSR%u scaler %u sleepStateSPS=%u powerRefCount=%u partitionPower=%u compQueueEmpty=%u running=%u cmdQueueDepth=%u recoveryInProgress=%u resetReason=%u fwLoaded=%u pendingMask=0x%x ticks=%u\n" @%s:%d
  [0x622cdf] __TEXT,__cstring: kModulePM
  [0x622ce9] __TEXT,__cstring: AppleM2ScalerCSCDriver.cpp
  [0x622d04] __TEXT,__cstring: registerRuntimeProperties
  [0x622d1e] __TEXT,__cstring: Failed to register property[%zu] (%s,%u)
  [0x622d48] __TEXT,__cstring: setRuntimeProperty
  [0x622d5b] __TEXT,__cstring: Property (%s) not an OSBoolean!
  [0x622d7c] __TEXT,__cstring: Property (%s) not an OSNumber!
  [0x622d9c] __TEXT,__cstring: %s is %u
  [0x622da6] __TEXT,__cstring: setProperties
  [0x622db4] __TEXT,__cstring: Could not cast properties to OSDictionary
  [0x622ddf] __TEXT,__cstring: IOSurfaceAcceleratorCapabilitiesDict
  [0x622e04] __TEXT,__cstring: msgbox-mailbox-num
  [0x622e17] __TEXT,__cstring: msgbox-dashboard-num
  [0x622e2c] __TEXT,__cstring: msgbox-doorbell-num
  [0x622e40] __TEXT,__cstring: hardware-version
  [0x622e51] __TEXT,__cstring: workload-priority
  [0x622e63] __TEXT,__cstring: direct-dart-power
  [0x622e75] __TEXT,__cstring: simulated-model
  [0x622e85] __TEXT,__cstring: active-mcc-bit-vector
  [0x622e9b] __TEXT,__cstring: msgbox-using-postoffice
  [0x622eb3] __TEXT,__cstring: msr_dump_registers
  [0x622ec6] __TEXT,__cstring: msr_post_transform_dump_low
  [0x622ee2] __TEXT,__cstring: msr_post_transform_dump_high
  [0x622eff] __TEXT,__cstring: msr_dump_on_timeout
  [0x622f13] __TEXT,__cstring: msr_workload_priority
  [0x622f29] __TEXT,__cstring: msr_direct_dart_power
  [0x622f3f] __TEXT,__cstring: msr_iosurface_purge
  [0x622f53] __TEXT,__cstring: msr_keep_power_on
  [0x622f65] __TEXT,__cstring: msr_compressed_buffer_validation
  [0x622f86] __TEXT,__cstring: msr_idlepoweroff_supported
  [0x622fa1] __TEXT,__cstring: msr_idlepoweroff_timeout_us
  [0x622fbd] __TEXT,__cstring: msr_pm
  [0x622fc4] __TEXT,__cstring: msr_hcu_no_hdr
  [0x622fd3] __TEXT,__cstring: msr_log_verbosity
  [0x622fe5] __TEXT,__cstring: msr_log_module_mask
  [0x622ff9] __TEXT,__cstring: msr_log_header_mask
  [0x62300d] __TEXT,__cstring: msr_log_activity_length
  [0x623025] __TEXT,__cstring: msr_power_gating_mode
  [0x62303b] __TEXT,__cstring: msr_piodma_options
  [0x62304e] __TEXT,__cstring: msr_ktrace_options
  [0x623061] __TEXT,__cstring: msr_disable_simd_opt
  [0x623076] __TEXT,__cstring: msr_panic_mask
  [0x623085] __TEXT,__cstring: msr_use_rtk_fw
  [0x623094] __TEXT,__cstring: msr_core_analytics
  [0x6230a7] __TEXT,__cstring: msr_iboot_fw
  [0x6230b4] __TEXT,__cstring: msr_msb_replication_war_disable
  [0x6230d4] __TEXT,__cstring: msr_scheduling_credits_to_earn
  [0x6230f3] __TEXT,__cstring: msr_scheduling_credits_criteria
  [0x623113] __TEXT,__cstring: msr_disable_prescaler_ffc
  [0x62312d] __TEXT,__cstring: msr_disable_hdr_clips
  [0x623143] __TEXT,__cstring: msr_disable_odd_luma
  [0x623158] __TEXT,__cstring: msr_disable_firmware_recovery
  [0x623176] __TEXT,__cstring: msr_firmware_timeout_us
  [0x62318e] __TEXT,__cstring: msr_hardware_timeout_us
  [0x6231a6] __TEXT,__cstring: msr_fw_log_collection
  [0x6231bc] __TEXT,__cstring: msr_multi_msr_ganging
  [0x6231d2] __TEXT,__cstring: msr_force_default_filters
  [0x6231ec] __TEXT,__cstring: msr_multi_frames_proc
  [0x623202] __TEXT,__cstring: msr_chdwn
  [0x62320c] __TEXT,__cstring: msr_symmetric_scaling_debug
  [0x623228] __TEXT,__cstring: msr_publish_real_scaler_caps
  [0x623245] __TEXT,__cstring: msr_custom_filter_bc_disable
  [0x623262] __TEXT,__cstring: msr_chroma_filter_bc_disable
  [0x62327f] __TEXT,__cstring: msr_publish_custom_hscaler_caps
  [0x62329f] __TEXT,__cstring: msr_publish_custom_vscaler_caps
  [0x6232bf] __TEXT,__cstring: msr_coefficient_checks
  [0x6232d6] __TEXT,__cstring: msr_use_precomputed_gamma
  [0x6232f0] __TEXT,__cstring: msr_use_client_buffer
  [0x623306] __TEXT,__cstring: msr_rack_panic_debug
  [0x62331b] __TEXT,__cstring: msr_hal_disable_mask
  [0x623330] __TEXT,__cstring: msr_ap_tile_gen
  [0x623340] __TEXT,__cstring: msr_multi_msr_dart_ganging
  [0x62335b] __TEXT,__cstring: msr_client_transform_fallback
  [0x623379] __TEXT,__cstring: msr_low_latency_shared_event
  [0x623396] __TEXT,__cstring: msr_client_inactivity_timeout
  [0x6233b4] __TEXT,__cstring: perf-workloads
  [0x6233c3] __TEXT,__cstring: perf-clocks
  [0x6233cf] __TEXT,__cstring: clock-gates
  [0x6233db] __TEXT,__cstring: configPerfStatesFromEDT
  [0x6233f3] __TEXT,__cstring: Perf threshold EDT data insonsistency
  [0x62341a] __TEXT,__cstring: [IOSA][Boot ] PowerManager perf states used.
  [0x623448] __TEXT,__cstring: [IOSA][Boot ] mPerfStateCount=%u, mMaxPerfStateClock=%u
  [0x623481] __TEXT,__cstring: SCMBuildInfo_AppleM2ScalerCSC
  [0x6234a1] __TEXT,__cstring: [IOSA][Boot ] probe: result=%#x, instance=%p
  [0x6234cf] __TEXT,__cstring: [IOSA][Boot ] Simulated model. instance %p
  [0x6234fc] __TEXT,__cstring: scaler
  [0x623503] __TEXT,__cstring: [IOSA][Boot ] Failed to allocate start lock
  [0x623530] __TEXT,__cstring: [IOSA][Boot ] Failed to allocate failed client log lock
  [0x623569] __TEXT,__cstring: max_msrs
  [0x623572] __TEXT,__cstring: [IOSA][Boot ] msrMaxCount (override): %u
  [0x62359c] __TEXT,__cstring: msr_mask
  [0x6235a5] __TEXT,__cstring: [IOSA][Boot ] msr_mask (override): %u
  [0x6235cc] __TEXT,__cstring: "[%s] " "Provider Name invalid (%s)\n" @%s:%d
  [0x6235fa] __TEXT,__cstring: kModuleBoot
  [0x623606] __TEXT,__cstring: "[%s] " "Provider Name invalid (%s) (%p)\n" @%s:%d
  [0x623639] __TEXT,__cstring: [IOSA][Boot ] Name=%s Lock=%p id=%u max_msrs=%u msr_mask=%#x scaler_count=%d
  [0x623687] __TEXT,__cstring: [IOSA][Boot ] scalerId: %u disabled (msr_max=%u)
  [0x6236b9] __TEXT,__cstring: [IOSA][Boot ] scalerId: %u disabled (msr_mask=%#x)
  [0x6236ed] __TEXT,__cstring: [IOSA][Boot ] MSR Driver Waiting for IOSurfaceRoot
  [0x623721] __TEXT,__cstring: [IOSA][Boot ] DONE Waiting for IOSurfaceRoot
  [0x62374f] __TEXT,__cstring: start
  [0x623755] __TEXT,__cstring: Failed to register with perf controller!
  [0x62377f] __TEXT,__cstring: M2SCSC
  [0x623786] __TEXT,__cstring: Failed to create the ktrace callback!
  [0x6237ad] __TEXT,__cstring: Failed to correctly write scaler properties and extents to IORegistry
  [0x6237f4] __TEXT,__cstring: Object=%p: Provider=%p: Register Service
  [0x62381e] __TEXT,__cstring: Failed to create analytics array
  [0x623840] __TEXT,__cstring: Failed to create block enablement string
  [0x62386a] __TEXT,__cstring: Failed to initialize RemoteIOP power notification handler
  [0x6238a4] __TEXT,__cstring: this=%p, Added Scaler Number = %d
  [0x6238c7] __TEXT,__cstring: Driver [%p] start (provider %p) returns %d
  [0x6238f3] __TEXT,__cstring: postInitAllHals
  [0x623903] __TEXT,__cstring: site.M2ScalerTrasformStat
  [0x62391d] __TEXT,__cstring: 2222211
  [0x623925] __TEXT,__cstring: site.failedClientRecord
  [0x62393d] __TEXT,__cstring: 11122222222222222222222222222222222211
  [0x623964] __TEXT,__cstring: Scaler[%d]: Request %d(%p) has not finished transform! (%d/%d)
  [0x6239a4] __TEXT,__cstring: Aggregate scaler [%d] spill buffer
  [0x6239c8] __TEXT,__cstring: Source has kIOSurfaceProtectionOptionDisableStatistics set
  [0x623a04] __TEXT,__cstring: startDartFlush mapper (%d) size: %lld
  [0x623a2b] __TEXT,__cstring: clientOpened_gated
  [0x623a3e] __TEXT,__cstring: clientOpened_gated %zu proc:%s
  [0x623a5e] __TEXT,__cstring: clientClosed_gated
  [0x623a71] __TEXT,__cstring: clientClosed_gated %zu proc:%s
  [0x623a91] __TEXT,__cstring: gatherOptions
  [0x623a9f] __TEXT,__cstring: [SYM]Got Symmetric Scaling Option
  [0x623ac3] __TEXT,__cstring: prepareTransform
  [0x623ad4] __TEXT,__cstring: Rejecting transformID: %u from process: %s
  [0x623b00] __TEXT,__cstring: [SYM]Got Symmetric Scaling RuntimeProperty
  [0x623b2d] __TEXT,__cstring: Request %d selectedScaler %d
  [0x623b4b] __TEXT,__cstring: notify_event
  [0x623b58] __TEXT,__cstring: Invalid notify_event event!
  [0x623b75] __TEXT,__cstring: bad notify_event callback
  [0x623b90] __TEXT,__cstring: notify_event callback event %d wait value %llu already done.
  [0x623bce] __TEXT,__cstring: AppleM2ScalerCSCDriver::notify_event() req %d surface %d event %d value: %lld (%lld)
  [0x623c24] __TEXT,__cstring: "[%s] " "scaler request not found for fence signal" @%s:%d
  [0x623c5f] __TEXT,__cstring: validateForProtectedSurface
  [0x623c7b] __TEXT,__cstring: Src ProtectionBits %llu Dst ProtectionBits %llu Src WholeBuffer %d Dst WholeBuffer %d
  [0x623cd2] __TEXT,__cstring: transformGeneral
  [0x623ce3] __TEXT,__cstring: mis-match in protection bits between src & dst!
  [0x623d14] __TEXT,__cstring: IOSurfaceScalerTimes
  [0x623d29] __TEXT,__cstring: scaler-start
  [0x623d36] __TEXT,__cstring: failed (%#x)!
  [0x623d45] __TEXT,__cstring: Driver Error=0x%x
  [0x623d58] __TEXT,__cstring: makeActiveWindows
  [0x623d6a] __TEXT,__cstring: makeActiveWindows dest %d x %d (%d*%d)
  [0x623d93] __TEXT,__cstring: [%d] Active window (%d, %d) %d x %d
  [0x623db8] __TEXT,__cstring: makeActiveWindowsForGangedMSRs
  [0x623dd7] __TEXT,__cstring: pRequest->gangedScalerIds 0x%llx
  [0x623dfa] __TEXT,__cstring: initActiveWindows
  [0x623e0c] __TEXT,__cstring: ActiveWindow partiton %dx%d (src %dx%d dst %dx%d rot %d): Dest AW dimension %dx%d
  [0x623e5f] __TEXT,__cstring: sizeInPixels %d->%d, gangTransformSizeThreshold %d prio %d
  [0x623e9c] __TEXT,__cstring: findCustomFilterCoefficientsAtNeighboringBin
  [0x623ec9] __TEXT,__cstring: transform (%dx%d)->(%dx%d): src to dst ratio %s%d.%s%u for %s %s landed on bin %d with no coefficients; using neighboring bin %d instead to absorb client ratio quantization noise
  [0x623f7d] __TEXT,__cstring: checkCustomFilterBin
  [0x623f92] __TEXT,__cstring: transform (%dx%d)->(%dx%d): A dimension has src to dst ratio %s%d.%s%u (bin %d) for %s %s has set a custom filter flag without custom coefficients; falling back to default filter for this axis
  [0x624054] __TEXT,__cstring: validateSpecialFilters
  [0x62406b] __TEXT,__cstring: This HW doesn't support display filters
  [0x624095] __TEXT,__cstring: Cannot use more than one special filter in the same request. Enabled: %d
  [0x6240e0] __TEXT,__cstring: Quadra Bayer transforms cannot contain special filters
  [0x624118] __TEXT,__cstring: "[%s] " "Same request can not be enqueued twice %p\n" @%s:%d
  [0x624155] __TEXT,__cstring: "[%s] " "Failed to enque request %p\n" @%s:%d
  [0x624183] __TEXT,__cstring: isSharedEventWaitDone
  [0x624199] __TEXT,__cstring: IOSurfaceID: %d  waitCompleted()  event: %p  id: %d  wait value: %lld (completed %lld) signal value: %lld done: %s
  [0x624212] __TEXT,__cstring: False
  [0x624219] __TEXT,__cstring: SharedEvent id: %d  wait low latency listener %d : %d
  [0x624251] __TEXT,__cstring: agent mask = 0x%llx
  [0x624269] __TEXT,__cstring: curr_val = 0x%llx md=%p
  [0x624283] __TEXT,__cstring: executeSharedEventSignal
  [0x62429c] __TEXT,__cstring: Not signaled: IOSurfaceID: %d event: %p  id: %d  value: %lld
  [0x6242da] __TEXT,__cstring: IOSurfaceID: %d  signalCompleted()  event: %p  id: %d  value: %lld (%lld)
  [0x624325] __TEXT,__cstring: selectScaler_gatedContext
  [0x62433f] __TEXT,__cstring: req %d selectScaler scaler %d AW(%d/%d) canEnqueue %d canContextSwitch %d
  [0x62438a] __TEXT,__cstring: selectScaler %d
  [0x62439c] __TEXT,__cstring: dumpScalerRegisters
  [0x6243b0] __TEXT,__cstring: Registers not stable for dump
  [0x6243cf] __TEXT,__cstring: activateAndExecuteTransform_gatedContext
  [0x6243f8] __TEXT,__cstring: Failed to prepare HW descriptor for req %d
  [0x624424] __TEXT,__cstring: dequeueAndExecuteRequests_gatedContext
  [0x62444b] __TEXT,__cstring: req %d has pre-failed :%x.
  [0x624467] __TEXT,__cstring: scaler-stop
  [0x624473] __TEXT,__cstring: "[%s] " "Request retain count %d, possible memory leak!\n" @%s:%d
  [0x6244b5] __TEXT,__cstring: finishAndReleaseRequest_gated
  [0x6244d3] __TEXT,__cstring: Request retain count %d, possible memory leak!
  [0x624503] __TEXT,__cstring: "[%s] " "Request %d hold power ref (%d)!\n" @%s:%d
  [0x624536] __TEXT,__cstring: Request %d hold power ref (%d)!
  [0x624557] __TEXT,__cstring: getIOSurfaceFromID
  [0x62456a] __TEXT,__cstring: %s: failed to look up surface %d
  [0x62458c] __TEXT,__cstring: %s: NULL surface passed
  [0x6245a5] __TEXT,__cstring: zeroFill
  [0x6245ae] __TEXT,__cstring: zero fill is not supported in tiled mode
  [0x6245d8] __TEXT,__cstring: fence create failed
  [0x6245ed] __TEXT,__cstring: map buffer failed
  [0x624600] __TEXT,__cstring: failed buffer (id: %d) plane: %d width: %d (%d bytes) pitch: %d format: %s
  [0x62464c] __TEXT,__cstring: wireIOSurface
  [0x62465a] __TEXT,__cstring: failed (%#x)
  [0x624668] __TEXT,__cstring: mapBufferOnDartGatedIfNeeded
  [0x624685] __TEXT,__cstring: Scaler[%d] Request %d, %s Surface %d DVA 0x%llx mapper[%d] %dx%d
  [0x6246d2] __TEXT,__cstring: mapIOSurface
  [0x6246df] __TEXT,__cstring: prepareIOSurface
  [0x6246f0] __TEXT,__cstring: Failed to prepare IOSurface (%#x) (%#x)
  [0x624719] __TEXT,__cstring: lockIOSurface
  [0x624727] __TEXT,__cstring: Failed to lock buffer (%#x)
  [0x624744] __TEXT,__cstring: NumScalers
  [0x62474f] __TEXT,__cstring: reportNumberOfScalers
  [0x624765] __TEXT,__cstring: Failed to report # of scalers
  [0x624784] __TEXT,__cstring: ScalerUsage
  [0x624790] __TEXT,__cstring: ScalerLoad
  [0x62479b] __TEXT,__cstring: TransformSize
  [0x6247a9] __TEXT,__cstring: ScalerStartTime
  [0x6247b9] __TEXT,__cstring: ScalerEndTime
  [0x6247c7] __TEXT,__cstring: ActiveDartStartTime
  [0x6247db] __TEXT,__cstring: ActiveDartEndTime
  [0x6247ed] __TEXT,__cstring: ContextSwitchCount
  [0x624800] __TEXT,__cstring: [IOSA][Boot ] Req 0x%x Waiting for MSR%d wake
  [0x62482f] __TEXT,__cstring: [IOSA][Boot ] Req 0x%x Waking on MSR%d
  [0x624857] __TEXT,__cstring: [IOSA][Boot ] Req 0x%x Resumption on MSR%d
  [0x624883] __TEXT,__cstring: waitForPowerOn_gated
  [0x624898] __TEXT,__cstring: Req 0x%x commandSleep timeout
  [0x6248b7] __TEXT,__cstring: Req 0x%x commandSleep interrupted
  [0x6248da] __TEXT,__cstring: Req 0x%x commandSleep failed (%d)
  [0x6248fd] __TEXT,__cstring: get_iosaDiag_gated
  [0x624910] __TEXT,__cstring: Failed to collect log activity!
  [0x624931] __TEXT,__cstring: addToRequestAge_gatedContext
  [0x62494e] __TEXT,__cstring: Request is hung: pRequest=%p, Client owning=%s
  [0x62497e] __TEXT,__cstring: IOFence is hung: Client owning=%s
  [0x6249a1] __TEXT,__cstring: handleClientInactivityTimeout_gated
  [0x6249c5] __TEXT,__cstring: handleClientInactivityTimeout_gated %zu
  [0x6249ee] __TEXT,__cstring: Clients inactive, releasing buffers
  [0x624a13] __TEXT,__cstring: dumpSrcOrDstTransform
  [0x624a29] __TEXT,__cstring: width=%u
  [0x624a33] __TEXT,__cstring: height=%u
  [0x624a3e] __TEXT,__cstring: fourccCode=%s
  [0x624a4d] __TEXT,__cstring: formatClass=%s
  [0x624a5d] __TEXT,__cstring: numberOfPlanes=%u
  [0x624a70] __TEXT,__cstring: interchangeMode[%s]=%s
  [0x624a88] __TEXT,__cstring: compressionType[%s]=%s
  [0x624aa0] __TEXT,__cstring: addressingFormat[%s]=%s
  [0x624ab9] __TEXT,__cstring: interchangeTileSize[%s]=%s
  [0x624ad5] __TEXT,__cstring: colorRange=%u
  [0x624ae4] __TEXT,__cstring: isTiled=%u
  [0x624af0] __TEXT,__cstring: IOSurfaceID=%u
  [0x624b00] __TEXT,__cstring: SWFormat=%u
  [0x624b0d] __TEXT,__cstring: strideInPixels=%u
  [0x624b20] __TEXT,__cstring: unmodifiedStrideInPixels=%u
  [0x624b3d] __TEXT,__cstring: rgbLumaPitchInBytes=%u bytes
  [0x624b5b] __TEXT,__cstring: chromaPitchInBytes=%u bytes
  [0x624b78] __TEXT,__cstring: alphaPitchInBytes=%u bytes
  [0x624b94] __TEXT,__cstring: bufferWidth=%u
  [0x624ba4] __TEXT,__cstring: bufferHeight=%u
  [0x624bb5] __TEXT,__cstring: offsetVH_CLA[%s][%s]=%s%d.%s%u
  [0x624bd5] __TEXT,__cstring: rgbLumaBytesPerPixel=%u
  [0x624bee] __TEXT,__cstring: chromaBytesPerPixel=%u
  [0x624c06] __TEXT,__cstring: chromaSubsampleFactor[%s]=%u
  [0x624c24] __TEXT,__cstring: bitsPerComponentARGB[%s]=%u
  [0x624c41] __TEXT,__cstring: pBuffer=%p
  [0x624c4d] __TEXT,__cstring: pDMACommand=%p
  [0x624c5d] __TEXT,__cstring: buf:allocSize=%llu
  [0x624c71] __TEXT,__cstring: buf:allocOffset=%u
  [0x624c85] __TEXT,__cstring: tileWidthOfPlane[%u]=%u
  [0x624c9e] __TEXT,__cstring: tileHeightOfPlane[%u]=%u
  [0x624cb8] __TEXT,__cstring: bytesPerTileDataOfPlane[%u]=%u
  [0x624cd8] __TEXT,__cstring: bytesPerTileHeaderOfPlane[%u]=%u
  [0x624cfa] __TEXT,__cstring: widthInTilesOfPlane[%u]=%u tiles
  [0x624d1c] __TEXT,__cstring: heightInTilesOfPlane[%u]=%u tiles
  [0x624d3f] __TEXT,__cstring: bytesPerRowOfTileDataOfPlane[%u]=%u
  [0x624d64] __TEXT,__cstring: bytesPerRowOfTileHeaderGroupsOfPlane[%u]=%u
  [0x624d91] __TEXT,__cstring: tileDataRegionOffsetOfPlane[%u]=%u
  [0x624db5] __TEXT,__cstring: tileHeaderRegionOffsetOfPlane[%u]=%u
  [0x624ddb] __TEXT,__cstring: horizontalPixelOffsetWithinTileArrayOfPlane[%u]=%u
  [0x624e0f] __TEXT,__cstring: verticalPixelOffsetWithinTileArrayOfPlane[%u]=%u
  [0x624e41] __TEXT,__cstring: compressionTypeOfPlane[%u]=%u
  [0x624e60] __TEXT,__cstring: compressionFootprintOfPlane[%u]=%u
  [0x624e84] __TEXT,__cstring: HTPCPredictionSelectorOfPlane[%u]=%u
  [0x624eaa] __TEXT,__cstring: HTPCVerticalHeaderGroupingModeOfPlane[%u]=%u
  [0x624ed8] __TEXT,__cstring: phys_addr[%u][%lu]=%#llx
  [0x624ef2] __TEXT,__cstring: isBt709=%u
  [0x624efe] __TEXT,__cstring: wasZeroFilled=%u
  [0x624f10] __TEXT,__cstring: useWholeBuffer=%u
  [0x624f23] __TEXT,__cstring: debugDumpTransform
  [0x624f36] __TEXT,__cstring: ################################################################
  [0x624f78] __TEXT,__cstring: Request:
  [0x624f82] __TEXT,__cstring: Scaler Number=%u
  [0x624f94] __TEXT,__cstring: transactionId=%u
  [0x624fa6] __TEXT,__cstring: callbackID=0x%llx
  [0x624fb9] __TEXT,__cstring: useCustomFilters[VH_Horizontal]=%u
  [0x624fdd] __TEXT,__cstring: useCustomFilters[VH_Vertical]=%u
  [0x624fff] __TEXT,__cstring: useNearestFilters=%u
  [0x625015] __TEXT,__cstring: blitClipOptOut=%u
  [0x625028] __TEXT,__cstring: transformOptions=%#x
  [0x62503e] __TEXT,__cstring: rotate90=%u
  [0x62504b] __TEXT,__cstring: rotate180=%u
  [0x625059] __TEXT,__cstring: rotate270=%u
  [0x625067] __TEXT,__cstring: flipX=%u
  [0x625071] __TEXT,__cstring: flipY=%u
  [0x62507b] __TEXT,__cstring: rotate90_flipX=%u
  [0x62508e] __TEXT,__cstring: rotate90_flipY=%u
  [0x6250a1] __TEXT,__cstring: commandReturn=%#x
  [0x6250b4] __TEXT,__cstring: client=%p
  [0x6250bf] __TEXT,__cstring: applyScalingCorrection=%u
  [0x6250da] __TEXT,__cstring: ditheringMode=%u
  [0x6250ec] __TEXT,__cstring: cositeControl=%u
  [0x6250fe] __TEXT,__cstring: useCustomFilters=%u %u
  [0x625116] __TEXT,__cstring: borderFill.enable=%u
  [0x62512c] __TEXT,__cstring: mBorderFillOddSizeYCbCrEnable=%u
  [0x62514e] __TEXT,__cstring: sizeDS_VH[DS_Source][%s]=%s%d.%s%u
  [0x625172] __TEXT,__cstring: sizeDS_VH[DS_Destination][%s]=%s%d.%s%u
  [0x62519b] __TEXT,__cstring: DDAstepVH_CLA[%s][%s]=%s%d.%s%u
  [0x6251bc] __TEXT,__cstring: DDAinitVH_CLA[%s][%s]=%s%d.%s%u
  [0x6251dd] __TEXT,__cstring: downScalingRequiredVH[%s]=%u
  [0x6251fb] __TEXT,__cstring: sourceDimensionProper[%s]=%s%d.%s%u
  [0x625220] __TEXT,__cstring: scalingRequiredVH_CLA[%s][%s]=%d
  [0x625242] __TEXT,__cstring: upscalingRequiredVH_CLA[%s][%s]=%d
  [0x625266] __TEXT,__cstring: alphaOverride.enable=%u
  [0x62527f] __TEXT,__cstring: alphaOverride.value=%#x
  [0x625298] __TEXT,__cstring: borderFill.offsetX=%u
  [0x6252af] __TEXT,__cstring: borderFill.offsetY=%u
  [0x6252c6] __TEXT,__cstring: borderFill.width=%u
  [0x6252db] __TEXT,__cstring: borderFill.height=%u
  [0x6252f1] __TEXT,__cstring: borderFill.alpha=%#x
  [0x625307] __TEXT,__cstring: borderFill.redY=%#x
  [0x62531c] __TEXT,__cstring: borderFill.greenCb=%#x
  [0x625334] __TEXT,__cstring: borderFill.blueCr=%#x
  [0x62534b] __TEXT,__cstring: histogramRequest.enable=%u
  [0x625367] __TEXT,__cstring: histogramRequest.mode=%u
  [0x625381] __TEXT,__cstring: histogramRequest.offsetX=%u
  [0x62539e] __TEXT,__cstring: histogramRequest.offsetY=%u
  [0x6253bb] __TEXT,__cstring: histogramRequest.width=%u
  [0x6253d6] __TEXT,__cstring: histogramRequest.height=%u
  [0x6253f2] __TEXT,__cstring: mHDRApiEnabled=%u
  [0x625405] __TEXT,__cstring: mCommApiType=%u
  [0x625416] __TEXT,__cstring: clientsData.sourceXOffset=%d.%06u(0x%llx)
  [0x625441] __TEXT,__cstring: clientsData.sourceYOffset=%d.%06u(0x%llx)
  [0x62546c] __TEXT,__cstring: clientsData.sourceWidth=%d.%06u(0x%llx)
  [0x625495] __TEXT,__cstring: clientsData.sourceHeight=%d.%06u(0x%llx)
  [0x6254bf] __TEXT,__cstring: destinationXOffset=%u
  [0x6254d6] __TEXT,__cstring: destinationYOffset=%u
  [0x6254ed] __TEXT,__cstring: destinationWidth=%u
  [0x625502] __TEXT,__cstring: destinationHeight=%u
  [0x625518] __TEXT,__cstring: maxPixelValue[%lu]=%u
  [0x62552f] __TEXT,__cstring: colorRemapMode=%u
  [0x625542] __TEXT,__cstring: zeroFill=%u
  [0x62554f] __TEXT,__cstring: pseudoLinearScalingDisable=%u
  [0x62556e] __TEXT,__cstring: pixelAveragingEnable=%u
  [0x625587] __TEXT,__cstring: edgeMirroringEnable=%u
  [0x62559f] __TEXT,__cstring: gamut_matrix=%p
  [0x6255b0] __TEXT,__cstring: scalerNumber=%d
