  [0xd10102] __TEXT,__const: accessorysensormgrd
  [0xd745c1] __TEXT,__cstring: %s:%d: %s proc %s: deleting snapshot name (%.*s) w/xid %lld
  [0xd745fe] __TEXT,__cstring: %s:%d: %s cannot delete mounted snapshot '%s'
  [0xd7462d] __TEXT,__cstring: %s:%d: %s fs_rename_snapshot('%s', %u, '%s', %u) returned %d
  [0xd7466b] __TEXT,__cstring: apfs_snap_vnop_rename
  [0xd74681] __TEXT,__cstring: %s:%d: %s unsupported options (flags 0x%x)
  [0xd746ad] __TEXT,__cstring: apfs_snap_vnop_readdir
  [0xd746c4] __TEXT,__cstring: %s:%d: %s uiomove failed %d (reclen %d, resid %lld)
  [0xd746f9] __TEXT,__cstring: %s:%d: %s couldn't find snap_meta for xid %llu
  [0xd74729] __TEXT,__cstring: apfs_snap_vnop_ioctl
  [0xd7473e] __TEXT,__cstring: vnop_handle_revert_to_snapshot
  [0xd7475d] __TEXT,__cstring: %s:%d: %s On next mount, volume will REVERT to snapshot "%s" w/snap xid %lld
  [0xd747ab] __TEXT,__cstring: from < ((1ULL << ((56 - 1))) - 1)
  [0xd747cd] __TEXT,__cstring: apfs_fext_iterator.c
  [0xd747e2] __TEXT,__cstring: %s:%d: can't get tree %d
  [0xd747fc] __TEXT,__cstring: make_fext_iterator
  [0xd74814] __TEXT,__cstring: %s:%d: ino %llu no fext <= %llu; %d
  [0xd74839] __TEXT,__cstring: !fext_iterator_ended(it)
  [0xd74852] __TEXT,__cstring: private_id != 0xbadfa1afe1
  [0xd7486d] __TEXT,__cstring: make_fext_riterator
  [0xd74881] __TEXT,__cstring: !fext_iterator_poisoned(it)
  [0xd7489d] __TEXT,__cstring: com_apple_filesystems_apfs
  [0xd748b8] __TEXT,__cstring: site.com_apple_filesystems_apfs
  [0xd748d8] __TEXT,__cstring: 12111112122212121
  [0xd748ea] __TEXT,__cstring: AppleAPFSContainer
  [0xd748fd] __TEXT,__cstring: site.AppleAPFSContainer
  [0xd74915] __TEXT,__cstring: 1211111212221212111211122222222222222222111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112
  [0xd749fe] __TEXT,__cstring: AppleAPFSSnapshot
  [0xd74a10] __TEXT,__cstring: site.AppleAPFSSnapshot
  [0xd74a27] __TEXT,__cstring: 1211111212221212111222212221
  [0xd74a44] __TEXT,__cstring: AppleAPFSGraft
  [0xd74a53] __TEXT,__cstring: site.AppleAPFSGraft
  [0xd74a67] __TEXT,__cstring: 1211111212221212111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
  [0xd74b20] __TEXT,__cstring: AppleAPFSVolume
  [0xd74b30] __TEXT,__cstring: site.AppleAPFSVolume
  [0xd74b45] __TEXT,__cstring: 12111112122212121112222122122211111111111111111111111111111111111111111111111111111111111111111111111111111111111111111211122
  [0xd74bc3] __TEXT,__cstring: AppleAPFSUserClient
  [0xd74bd7] __TEXT,__cstring: site.AppleAPFSUserClient
  [0xd74bf0] __TEXT,__cstring: 1211111212221212111111111111121112
  [0xd74c13] __TEXT,__cstring: site.aks_fv_blob_state_s
  [0xd74c2c] __TEXT,__cstring: %s:%d: VEKState - fv_get_blob_state failed, error = %d
  [0xd74c64] __TEXT,__cstring: apfs_vek_get_aks_state
  [0xd74c7b] __TEXT,__cstring: %s:%d: SiDPState - fv_get_blob_state failed, error = %d
  [0xd74cb4] __TEXT,__cstring: apfs_vek_get_sidp_state
  [0xd74ccc] __TEXT,__cstring: %s:%d: check_rootmount_qualification() returned false, refusing to load the container device = %s
  [0xd74d2f] __TEXT,__cstring: container_load_with_callback
  [0xd74d4c] __TEXT,__cstring: %s:%d: container is locked to be loadable only by pid <%d>, refusing request to load the container by pid <%d> device = %s
  [0xd74dc8] __TEXT,__cstring: %s:%d: container already loaded by pid <%d> in exclusive mode, refusing request to load the container by pid <%d> device = %s
  [0xd74e47] __TEXT,__cstring: %s:%d: refusing exclusive access to pid <%d (%s)> as other clients <%d> are actively accessing the container device = %s
  [0xd74ec1] __TEXT,__cstring: %s:%d: Container is already loaded with temp_xp_enable %u but requested to be %u, refusing request to load the container device = %s
  [0xd74f47] __TEXT,__cstring: %s:%d: entry->c_refcount is zero and container is not reloading, refusing request to load the container device = %s
  [0xd74fbc] __TEXT,__cstring: site.nx_superblock_t
  [0xd74fd1] __TEXT,__cstring: site.struct nx_entry
  [0xd74fe6] __TEXT,__cstring: 11122222222222222222
  [0xd74ffb] __TEXT,__cstring: %s:%d: %s container loaded with exclusive access%s by pid <%d> (%s)
  [0xd75040] __TEXT,__cstring: , without mount,
  [0xd75051] __TEXT,__cstring: %s:%d: vnode_close() invoked in the container unload path
  [0xd7508c] __TEXT,__cstring: container_unload
  [0xd7509d] __TEXT,__cstring: %s:%d: %s Failed to create Snapshot object
  [0xd750c9] __TEXT,__cstring: container_create_dev_for_snapshot
  [0xd750eb] __TEXT,__cstring: %s:%d: %s No volume at index %d
  [0xd7510c] __TEXT,__cstring: %s:%d: %s Failed to find containter object
  [0xd7515a] __TEXT,__cstring: container_identify_vnode_from_idx
  [0xd751a9] __TEXT,__cstring: %s:%d: boot from ramdisk %s
  [0xd751c6] __TEXT,__cstring: container_rootmount
  [0xd751da] __TEXT,__cstring: %s:%d: failed to find bootable volume in ramdisk %s
  [0xd7520f] __TEXT,__cstring: %s:%d: Can't find (IOMedia) object in IORegistry for devvp %p (%s)
  [0xd75253] __TEXT,__cstring: %s:%d: Can't find APFS container parent in IORegistry for devvp %p (%s)
  [0xd7529c] __TEXT,__cstring: IOMedia
  [0xd752a4] __TEXT,__cstring: BSD Major
  [0xd752ae] __TEXT,__cstring: BSD Minor
  [0xd752b8] __TEXT,__cstring: %s:%d: Invalid IORegistry object for APFS container parent (expected IOMedia with BSD major/minor, got %s), devvp %p (%s)
  [0xd75333] __TEXT,__cstring: %s:%d: Invalid bootable volume inside the container (pairname: %s, idx: %d)
  [0xd75380] __TEXT,__cstring: %s:%d: Can't find AppleAPFSMedia for devvp %p (%s)
  [0xd753b4] __TEXT,__cstring: %s:%d: Invalid AppleAPFSMedia in IORegistry (expected IOMedia with BSD major/minor, got %s), devvp %p (%s)
  [0xd75420] __TEXT,__cstring: %s:%d: Can't find a bootable volume in container: %s, devvp: %p
  [0xd75461] __TEXT,__cstring: %s:%d: Can't create a matching dictionary for BSD device name: %s (devvp: %p)
  [0xd754b0] __TEXT,__cstring: %s:%d: Can't find IOService for BSD device name: %s (devvp: %p)
  [0xd754f1] __TEXT,__cstring: %s:%d: Invalid IOService object (expected IOMedia with BSD major/minor, got %s), devvp %p (%s)
  [0xd75551] __TEXT,__cstring: %s:%d: No IOKit node for %d.%d to deliver notification %08x
  [0xd7558e] __TEXT,__cstring: sendIONotification
  [0xd755a1] __TEXT,__cstring: %s:%d: Sending notification about %08x for APFS volume %d.%d
  [0xd755df] __TEXT,__cstring: %s:%d: Cannot send notification about %08x for %d.%d - this is not a volume
  [0xd7562c] __TEXT,__cstring: %s:%d: Sending notification about %08x for APFS snapshot %d.%d
  [0xd7566c] __TEXT,__cstring: %s:%d: Sending additional notification about %08x for the parent of APFS snapshot %d.%d
  [0xd756c5] __TEXT,__cstring: %s:%d: Cannot send notification about %08x for %d.%d - unexpected device type
  [0xd75714] __TEXT,__cstring: AppleTDMLocked
  [0xd75723] __TEXT,__cstring: Image4
  [0xd7572a] __TEXT,__cstring: %s:%d: waitForService (Image4) failed
  [0xd75751] __TEXT,__cstring: validate_payload_and_manifest
  [0xd7576f] __TEXT,__cstring: %s:%d: failed to copy ApEphemeral nonce: %u
  [0xd7579c] __TEXT,__cstring: %s:%d: failed trust evaluation: 4cc 0x%x, type %u
  [0xd757cf] __TEXT,__cstring: %s:%d: load: %s, v%s, %s, %s
  [0xd757ed] __TEXT,__cstring: apfs_module_start
  [0xd757ff] __TEXT,__cstring: apfs_corruption_panics
  [0xd75816] __TEXT,__cstring: %s:%d: setting max link-id cache size to: %d
  [0xd75844] __TEXT,__cstring: apfs_lowspc_inline_unlink_min
  [0xd75862] __TEXT,__cstring: %s:%d: Support for hidden keys is enabled
  [0xd7588d] __TEXT,__cstring: %s:%d: unload: %s, v%s, %s, %s (remaining mem allocated: %lld)
  [0xd758cd] __TEXT,__cstring: apfs_module_stop
  [0xd758de] __TEXT,__cstring: %s:%d: ================ ARV enabled ================
  [0xd75914] __TEXT,__cstring: is_arv_enabled
  [0xd75923] __TEXT,__cstring: %s:%d: importing root hash (basesystem ? %d)...
  [0xd75954] __TEXT,__cstring: import_iboot_forwarded_roothash
  [0xd75974] __TEXT,__cstring: %s:%d: apfs_extract_root_hash_and_manifest failed with error: %s (%d)
  [0xd759bb] __TEXT,__cstring: IOBSD
  [0xd759c1] __TEXT,__cstring: Ejectable
  [0xd759cb] __TEXT,__cstring: Removable
  [0xd759d5] __TEXT,__cstring: BSD Name
  [0xd759de] __TEXT,__cstring: %s:%d: %s %s: unable to read fs %d superblock (OID %lld)
  [0xd75a18] __TEXT,__cstring: probe
  [0xd75a1e] __TEXT,__cstring: %s:%d: %s Caching container info for external media %s
  [0xd75a56] __TEXT,__cstring: %s:%d: Failed to start unmount dangling thread for container %s, error %d
  [0xd75aa0] __TEXT,__cstring: terminate
  [0xd75aaa] __TEXT,__cstring: %s:%d: Failed to fetch BSD name, (temp name is %s), dangling mounts will not be unmounted
  [0xd75b05] __TEXT,__cstring: %s:%d: ### filtering out entry %d: 0x%llx:0x%llx
  [0xd75b37] __TEXT,__cstring: unmap
  [0xd75b3d] __TEXT,__cstring: ContainerBlockSize
  [0xd75b50] __TEXT,__cstring: %s:%d: container_load failed with %u
  [0xd75b76] __TEXT,__cstring: get_nx
  [0xd75b7d] __TEXT,__cstring: %s:%d: container_get failed with %u
  [0xd75ba2] __TEXT,__cstring: get_loaded_nx
  [0xd75bb0] __TEXT,__cstring: %s:%d: %s apfs_newfs failed with error %d
  [0xd75bdb] __TEXT,__cstring: volumeCreate
  [0xd75be8] __TEXT,__cstring: %s:%d: %s Request to delete volume index %u, made by process %s (pid %d)
  [0xd75c32] __TEXT,__cstring: volumeDelete
  [0xd75c3f] __TEXT,__cstring: %s:%d: %s Request to delete volume %u was denied, user not authorized to delete the volume
  [0xd75c9b] __TEXT,__cstring: %s:%d: %s Request to delete volume %u was denied, volume is still open
  [0xd75ce3] __TEXT,__cstring: %s:%d: %s Minimal size for %lld is %lld
  [0xd75d0c] __TEXT,__cstring: containerGetMinimalSize
  [0xd75d24] __TEXT,__cstring: %s:%d: %s APFSMedia device resize: %s [%lld] -> [%lld] failed
  [0xd75d63] __TEXT,__cstring: containerResize
  [0xd75d78] __TEXT,__cstring: shrink
  [0xd75d7f] __TEXT,__cstring: %s:%d: %s Resize: %s [%lld] -> [%lld]
  [0xd75da6] __TEXT,__cstring: %s:%d: %s Resize Prepare (Copy snapshots): %lld -> %lld
  [0xd75ddf] __TEXT,__cstring: containerResizePrepare
  [0xd75df6] __TEXT,__cstring: %s:%d: containerDefrag
  [0xd75e0e] __TEXT,__cstring: containerDefrag
  [0xd75e1e] __TEXT,__cstring: IOAPFSPreBootDevice
  [0xd75e32] __TEXT,__cstring: %s:%d: %s volume index %d is too large
  [0xd75e5a] __TEXT,__cstring: VolumeCreateAttachKeybag
  [0xd75e73] __TEXT,__cstring: %s:%d: %s source volume at index %d does not exist
  [0xd75ea7] __TEXT,__cstring: %s:%d: %s Failed to get UUID for existing volume at index %d
  [0xd75ee5] __TEXT,__cstring: %s:%d: %s Failed to fetch UUID for existing volume at index %d
  [0xd75f25] __TEXT,__cstring: %s:%d: %s Reusing existing target volume at index %d with UUID %s
  [0xd75f68] __TEXT,__cstring: %s:%d: %s target and existing UUIDs dont match
  [0xd75f98] __TEXT,__cstring: %s:%d: %s target volume index %d is already in use
  [0xd75fcc] __TEXT,__cstring: %s:%d: %s createAPFSVolume failed for volume %s with: %s
  [0xd76006] __TEXT,__cstring: volumeMakeMultikey
  [0xd76019] __TEXT,__cstring: %s:%d: %s volume at index %d does not exist
  [0xd76046] __TEXT,__cstring: %s:%d: %s secondary key is not pre-loaded for vol uuid = %s
  [0xd76083] __TEXT,__cstring: %s:%d: %s primary key is not pre-loaded for vol uuid = %s
  [0xd760be] __TEXT,__cstring: multiKeyEncryption
  [0xd760d1] __TEXT,__cstring: %ss%u
  [0xd760d7] __TEXT,__cstring: %s:%d: %s tx_enter failed: %s
  [0xd760f6] __TEXT,__cstring: migrate_crypto_for_volume_helper
  [0xd76117] __TEXT,__cstring: %s:%d: %s obj_modify failed: %s
  [0xd76138] __TEXT,__cstring: %s:%d: %s failed to unwrap metadata crypto state: %s
  [0xd7616e] __TEXT,__cstring: %s:%d: %s tx_leave failed: %s
  [0xd7618d] __TEXT,__cstring: %s:%d: %s omap_conversion tweak rolling paused
  [0xd761bd] __TEXT,__cstring: %s:%d: %s omap_conversion tweak rolling failed: %s
  [0xd761f1] __TEXT,__cstring: %s:%d: %s apfs_migrate_aks_key_class failed: %s
  [0xd76222] __TEXT,__cstring: unlock_wait
  [0xd7622e] __TEXT,__cstring: volumeConvertToUserCrypto
  [0xd76248] __TEXT,__cstring: %s:%d: %s nx_keybag_lookup failed: %s
  [0xd7626f] __TEXT,__cstring: %s:%d: %s nx_keybag_create failed: %s
  [0xd76296] __TEXT,__cstring: %s:%d: %s conversion failed: %s
  [0xd762b7] __TEXT,__cstring: %s:%d: %s migrate_crypto_for_volume_helper failed: %s
  [0xd762ee] __TEXT,__cstring: %s:%d: %s volume is already converted
  [0xd76315] __TEXT,__cstring: needs_crypto_migration_wait
  [0xd76331] __TEXT,__cstring: %s:%d: %s Failed to get omap: %d - %s
  [0xd76358] __TEXT,__cstring: getVolumeStats
  [0xd76367] __TEXT,__cstring: %s:%d: %s Failed to get omap tree: %d - %s
  [0xd76393] __TEXT,__cstring: %s:%d: %s Failed to get the node count of the omap tree: %d - %s
  [0xd763d5] __TEXT,__cstring: %s:%d: %s Failed to get extentref tree: %d - %s
  [0xd76406] __TEXT,__cstring: %s:%d: %s Failed to get the node count of the extentref tree: %d - %s
  [0xd7644d] __TEXT,__cstring: %s:%d: %s Failed to get fsroot tree: %d - %s
  [0xd7647b] __TEXT,__cstring: %s:%d: %s Failed to get the node count of the fsroot tree: %d - %s
  [0xd764bf] __TEXT,__cstring: %s:%d: %s Failed to get the purgeable stats: %d - %s
  [0xd764f5] __TEXT,__cstring: site.struct arg_map_s
  [0xd7650b] __TEXT,__cstring: deltaRestoreTeardown
  [0xd76520] __TEXT,__cstring: %s:%d: %s Index %u is bogus, max %u, fs is %snull
  [0xd76553] __TEXT,__cstring: %s:%d: %s Vol %u is still open
  [0xd76573] __TEXT,__cstring: %s:%d: %s Couldn't delete fsidx %u, %d
  [0xd7659b] __TEXT,__cstring: %s:%d: %s Couldn't revert fsidx %u to xid %llu, %d
  [0xd765cf] __TEXT,__cstring: %s:%d: %s AppleAPFSSnapshot::init invalid xid %llx
  [0xd76608] __TEXT,__cstring: %s:%d: %s AppleAPFSSnapshot::init invalid snap_meta_ext
  [0xd76641] __TEXT,__cstring: 41504653-0000-11AA-AA11-00306543ECAC
  [0xd76666] __TEXT,__cstring: FormattedBy
  [0xd76672] __TEXT,__cstring: FullName
  [0xd7667b] __TEXT,__cstring: VolGroupUUID
  [0xd76688] __TEXT,__cstring: Container statistics
  [0xd7669d] __TEXT,__cstring: Volume statistics
  [0xd766af] __TEXT,__cstring: Graft directory inode
  [0xd766c5] __TEXT,__cstring: Cryptex inode
  [0xd766d3] __TEXT,__cstring: inode range base
  [0xd766e4] __TEXT,__cstring: inode range length
  [0xd766f7] __TEXT,__cstring: System content
  [0xd76706] __TEXT,__cstring: %s:%d: %s fs_idx %d is incompletely restored
  [0xd76734] __TEXT,__cstring: createAPFSVolume
  [0xd76745] __TEXT,__cstring: %s:%d: %s disabling crypto-io for pid %d by pid <%d> (%s)
  [0xd76780] __TEXT,__cstring: Encrypted
  [0xd7678d] __TEXT,__cstring: %s:%d: failed to allocate bufattr object
  [0xd767b7] __TEXT,__cstring: performCryptoIO
  [0xd767c7] __TEXT,__cstring: %s:%d: buf_error for I/O at block number (%llu): %s
  [0xd767fc] __TEXT,__cstring: asyncCryptoReadCallback
  [0xd76814] __TEXT,__cstring: %s:%d: inflight i/o count underflow (%llu)
  [0xd76840] __TEXT,__cstring: %s:%d: async crypto i/o not setup for volume [fsindex (%d)]
  [0xd7687d] __TEXT,__cstring: asyncCryptoRead
  [0xd7688d] __TEXT,__cstring: %s:%d: invalid I/O request [offset(%llu), count (%llu)] at fsindex (%d)
  [0xd768d6] __TEXT,__cstring: site.multikey_crypto_io_entry_t.buf_t
  [0xd768fc] __TEXT,__cstring: 122222112
  [0xd76906] __TEXT,__cstring: %s:%d: failed to allocate memory for I/O at [fsindex (%d), offset(%llu)]
  [0xd76950] __TEXT,__cstring: %s:%d: reached maximum async inflight i/o requests (%llu) [fsindex (%d)]
  [0xd7699a] __TEXT,__cstring: %s:%d: failed to get valid buffer for I/O at [fsindex (%d), offset(%llu)]
  [0xd769e5] __TEXT,__cstring: %s:%d: I/O entry not found at offset(%llu)
  [0xd76a11] __TEXT,__cstring: asyncCryptoReadFinish
  [0xd76a27] __TEXT,__cstring: asyncCryptoReadPoll
  [0xd76a3b] __TEXT,__cstring: %s:%d: Multikey async crypto is already enabled
  [0xd76a6c] __TEXT,__cstring: asyncCryptoIOInit
  [0xd76a7e] __TEXT,__cstring: %s:%d: Multikey async crypto enabled
  [0xd76aa4] __TEXT,__cstring: %s:%d: Multikey async crypto is already disabled
  [0xd76ad6] __TEXT,__cstring: asyncCryptoIOCleanup
  [0xd76aeb] __TEXT,__cstring: %s:%d: Running Finish on all remaining IOs
  [0xd76b17] __TEXT,__cstring: %s:%d: Multikey async crypto disabled
  [0xd76b3e] __TEXT,__cstring: CaseSensitive
  [0xd76b4c] __TEXT,__cstring: OSInternal
  [0xd76b57] __TEXT,__cstring: VolBootable
  [0xd76b63] __TEXT,__cstring: IncompatibleFeatures
  [0xd76b78] __TEXT,__cstring: EncryptionType
  [0xd76b87] __TEXT,__cstring: EncryptionRolling
  [0xd76b99] __TEXT,__cstring: Locked
  [0xd76ba0] __TEXT,__cstring: EnhancedAPFS
  [0xd76bad] __TEXT,__cstring: RoleValue
  [0xd76bb7] __TEXT,__cstring: System
  [0xd76bc3] __TEXT,__cstring: Recovery
  [0xd76bcc] __TEXT,__cstring: Preboot
  [0xd76bd4] __TEXT,__cstring: Installer
  [0xd76be3] __TEXT,__cstring: Baseband data
  [0xd76bf6] __TEXT,__cstring: Internal
  [0xd76bff] __TEXT,__cstring: Backup
  [0xd76c06] __TEXT,__cstring: Update
  [0xd76c0d] __TEXT,__cstring: Hardware
  [0xd76c16] __TEXT,__cstring: SideCar
  [0xd76c1e] __TEXT,__cstring: Enterprise data
  [0xd76c2e] __TEXT,__cstring: iDiags
  [0xd76c35] __TEXT,__cstring: Overprovision
  [0xd76c43] __TEXT,__cstring: Cache
  [0xd76c4e] __TEXT,__cstring: apfs_delta_teardown
  [0xd76c62] __TEXT,__cstring: %s:%d: %s delta_teardown_thread teardown the create ctx
  [0xd76c9b] __TEXT,__cstring: delta_teardown_thread
  [0xd76cb1] __TEXT,__cstring: %s:%d: %s delta_teardown_thread teardown the restore ctx
  [0xd76ceb] __TEXT,__cstring: site.delta_teardown_thread_arg_t
  [0xd76d10] __TEXT,__cstring: %s:%d: %s Could not start kernel thread to terminate delta context
  [0xd76d59] __TEXT,__cstring: %s:%d: %s Could not allocate argument for delta teardown thread
  [0xd76d9a] __TEXT,__cstring: %s:%d: clearing volumes crypto states
  [0xd76dc1] __TEXT,__cstring: clientClose
  [0xd76dcd] __TEXT,__cstring: com.apple.apfs.expandedrecords
  [0xd76dec] __TEXT,__cstring: com.apple.apfs.private.secfsroot
  [0xd76e0d] __TEXT,__cstring: com.apple.apfs.private.skipeapfs
  [0xd76e2e] __TEXT,__cstring: com.apple.apfs.private.skip-xart
  [0xd76e4f] __TEXT,__cstring: com.apple.private.storage.revoke-access
  [0xd76e77] __TEXT,__cstring: com.apple.apfs.wvek
  [0xd76e8b] __TEXT,__cstring: com.apple.private.apfs.key_migration
  [0xd76eb0] __TEXT,__cstring: com.apple.private.apfs.purge_files_offline
  [0xd76edb] __TEXT,__cstring: com.apple.container.crypto.io
  [0xd76ef9] __TEXT,__cstring: com.apple.private.apfs.key-cache-eviction
  [0xd76f23] __TEXT,__cstring: %s:%d: destroyed key for uuid %s and type %u, as it exceeded the TTL of %u seconds
  [0xd76f77] __TEXT,__cstring: methodKeyCacheEvict
  [0xd76f8b] __TEXT,__cstring: site.struct key_copy
  [0xd76fa0] __TEXT,__cstring: 122212
  [0xd76fa7] __TEXT,__cstring: %s:%d: failed to map crypto I/O buffer
  [0xd76fcf] __TEXT,__cstring: methodPerformCryptoIO
  [0xd76fe5] __TEXT,__cstring: /chosen
  [0xd76fed] __TEXT,__cstring: boot-uuid
  [0xd76ff7] __TEXT,__cstring: apfs-preboot-uuid
  [0xd77009] __TEXT,__cstring: hibernate-unlock
  [0xd7701a] __TEXT,__cstring: /options
  [0xd77023] __TEXT,__cstring: enable-remap-mode
  [0xd7703a] __TEXT,__cstring: %s:%d: ================ enable-remap-mode is ON ================
  [0xd7707c] __TEXT,__cstring: apfs_remap_mode_is_enabled
  [0xd77097] __TEXT,__cstring: /defaults
  [0xd770a1] __TEXT,__cstring: no-effaceable-storage
  [0xd770b7] __TEXT,__cstring: %s:%d: ================ no-effaceable-storage is ON ================
  [0xd770fd] __TEXT,__cstring: effaceable_is_disabled
  [0xd77114] __TEXT,__cstring: /filesystems
  [0xd77121] __TEXT,__cstring: DoNotUseSEP
  [0xd7712d] __TEXT,__cstring: %s:%d: ================ insecure boot is enabled ================
  [0xd77170] __TEXT,__cstring: insecure_boot_enabled
  [0xd77186] __TEXT,__cstring: -apfs_newvf_enabled
  [0xd7719a] __TEXT,__cstring: IOWatchdog
  [0xd771a5] __TEXT,__cstring: %s:%d: IOWatchdog not immediately available; retrying ...
  [0xd771e0] __TEXT,__cstring: IOWatchdog_service
  [0xd771f3] __TEXT,__cstring: %s:%d: unable to get IOWatchdog
  [0xd77214] __TEXT,__cstring: %s:%d: Watchdog monitoring is disabled in VM, skipping STOP notification
  [0xd7725e] __TEXT,__cstring: stop_watchdog_monitoring
  [0xd77277] __TEXT,__cstring: apfs_pfk_transcriber_start
  [0xd77292] __TEXT,__cstring: %s:%d: Watchdog monitoring is disabled in VM, skipping START notification
  [0xd772dd] __TEXT,__cstring: start_watchdog_monitoring
  [0xd772f7] __TEXT,__cstring: apfs_pfk_transcriber_stop
  [0xd77311] __TEXT,__cstring: root-snapshot-name
  [0xd77324] __TEXT,__cstring: /filesystems/fstab
  [0xd77337] __TEXT,__cstring: %s:%d: failed to get filesystem entry at: %s
  [0xd77365] __TEXT,__cstring: DT_get_fstab_entries
  [0xd7737a] __TEXT,__cstring: os_env_type
  [0xd77386] __TEXT,__cstring: max_fs_entries
  [0xd77395] __TEXT,__cstring: %s:%d: failed to get boot device
  [0xd773b7] __TEXT,__cstring: site.struct edt_fstab
  [0xd773cd] __TEXT,__cstring: %s:%d: failed to allocate memory for filesystem entries
  [0xd77406] __TEXT,__cstring: %s:%d: failed to create filesystem entry iterator
  [0xd77439] __TEXT,__cstring: vol.fs_file
  [0xd77445] __TEXT,__cstring: vol.fs_type
  [0xd77451] __TEXT,__cstring: vol.fs_mntopts
  [0xd77460] __TEXT,__cstring: vol.fs_passno
  [0xd7746e] __TEXT,__cstring: vol.fs_ephemeral
  [0xd7747f] __TEXT,__cstring: ramdisk
  [0xd77487] __TEXT,__cstring: vol.fs_role
  [0xd77493] __TEXT,__cstring: %s:%d: failed to get volume for role: %u
  [0xd774bd] __TEXT,__cstring: %s:%d: can't get non-ephemeral fs entry without the boot container
  [0xd77503] __TEXT,__cstring: %s:%d: %s Container is Ejectable / Removable
  [0xd77531] __TEXT,__cstring: nx_is_removable
  [0xd77541] __TEXT,__cstring: AKSFileVaultServices
  [0xd77556] __TEXT,__cstring: AKSFileSystemKeyServices
  [0xd7756f] __TEXT,__cstring: AppleEffaceableStorage
  [0xd77586] __TEXT,__cstring: %s:%d: AppleEffaceableStorage not immediately available; retrying ...
  [0xd775cd] __TEXT,__cstring: EFFACER_service
  [0xd775dd] __TEXT,__cstring: %s:%d: unable to get AppleEffaceableStorage
  [0xd7760a] __TEXT,__cstring: %s:%d: evicting cached vek for volume %s
  [0xd77634] __TEXT,__cstring: apfs_keycache_delete_for_uuid
  [0xd77652] __TEXT,__cstring: %s:%d: invalid parameter: root_hash? %p root_hash_size? %p
  [0xd7768e] __TEXT,__cstring: apfs_extract_root_hash_arm
  [0xd776a9] __TEXT,__cstring: %s:%d: could not retrieve %s from device tree
  [0xd776d8] __TEXT,__cstring: %s:%d: failed to cast root_hash_blob
  [0xd776fe] __TEXT,__cstring: AppleAPFSVolumeBSDClient
  [0xd77717] __TEXT,__cstring: site.AppleAPFSVolumeBSDClient
  [0xd77735] __TEXT,__cstring: %s:%d: get_fragmentation_histogram failed to load container - %d - %s
  [0xd7777c] __TEXT,__cstring: get_fragmentation_histogram
  [0xd77798] __TEXT,__cstring: %s:%d: %s invalid volume index %u
  [0xd777bc] __TEXT,__cstring: %s:%d: %s fragmentation_histogram_fill - failed to get fs oid %lld: %d
  [0xd77804] __TEXT,__cstring: %s:%d: %s fragmentation_histogram_fill volume oid %lld (%d) is unmounted, skipping
  [0xd77858] __TEXT,__cstring: %s:%d: %s fragmentation_histogram_fill volume oid %lld (%d) is unmounted
  [0xd778a2] __TEXT,__cstring: %s:%d: %s fragmentation_histogram_fill called on volume oid %lld (%d)
  [0xd778e9] __TEXT,__cstring: %s:%d: %s fragmentation_histogram_fill for volume oid %lld (%d) failed: %d
  [0xd77935] __TEXT,__cstring: %s:%d: %s Error while preparing volume keys for offline purge %s
  [0xd77977] __TEXT,__cstring: getVolumePurgeableSpace
  [0xd7798f] __TEXT,__cstring: %s:%d: %s Unsupported volume type found.
  [0xd779b9] __TEXT,__cstring: %s:%d: %s STATS_FOR_SAF is unsupported on an unmounted volume.
  [0xd779f9] __TEXT,__cstring: %s:%d: %s Failed to get volume purgeable stats: error %d (%s)
  [0xd77a38] __TEXT,__cstring: %s:%d: %s Failed to prepare volume keys before offline purge: error %d (%s)
  [0xd77a85] __TEXT,__cstring: performOfflinePurge
  [0xd77a99] __TEXT,__cstring: %s:%d: %s Offline purge failed: error %d (%s)
  [0xd77ac8] __TEXT,__cstring: %s:%d: %s Offline purge returned success, purged %llu bytes in %llu files.
  [0xd77b14] __TEXT,__cstring: %s:%d: %s Cancel offline purge (%llu) failed: error %d (%s)
  [0xd77b51] __TEXT,__cstring: cancelOfflinePurge
  [0xd77b64] __TEXT,__cstring: %s:%d: %s Cancel offline purge (%llu) returned success.
  [0xd77b9d] __TEXT,__cstring: %s:%d: Cancel offline purge (%llu) failed (no container): error %d (%s)
  [0xd77be6] __TEXT,__cstring: %s:%d: failed to allocate memory for cpx, container %s, fs %d
  [0xd77c25] __TEXT,__cstring: setCrypto
  [0xd77c2f] __TEXT,__cstring: %s:%d: setting crypto state for container %s fs %d by pid %d at index %d done
  [0xd77c7e] __TEXT,__cstring: %s:%d: failed to load placeholder nx (disk = %s), error = %d (%s)
  [0xd77cc1] __TEXT,__cstring: containerEnableCryptoIO
  [0xd77cd9] __TEXT,__cstring: %s:%d: %s: failed to get uuid for fs %d
  [0xd77d02] __TEXT,__cstring: %s:%d: %s: failed to get uuid c str for fs %d
  [0xd77d31] __TEXT,__cstring: %s:%d: %s: volume %d uuid is null
