  [0x38cfa5] __TEXT,__cstring: component-index
  [0x3c177a] __TEXT,__cstring: site.AppleConvergedPCIBB
  [0x3c1793] __TEXT,__cstring: 121111121222121212112121111211111111111111111111111111111111111111111111111111111111111111111111222222222222222222222221
  [0x3c180c] __TEXT,__cstring: AppleConvergedPCIBB.cpp
  [0x3c1824] __TEXT,__cstring: EBUF Overflow
  [0x3c1832] __TEXT,__cstring: EBUF Underrun
  [0x3c1840] __TEXT,__cstring: Decode Error
  [0x3c184d] __TEXT,__cstring: Running Disparity Error
  [0x3c1865] __TEXT,__cstring: SKP OS Parity Error (Gen3)
  [0x3c1880] __TEXT,__cstring: SYNC Header Error (Gen3 or greater)
  [0x3c18a4] __TEXT,__cstring: Rx Valid de-assertion (without EIOS)
  [0x3c18c9] __TEXT,__cstring: CTL SKP OS Parity Error (Gen4)
  [0x3c18e8] __TEXT,__cstring: 1st Retimer Parity Error (Gen4)
  [0x3c1908] __TEXT,__cstring: 2nd Retimer Parity Error (Gen4)
  [0x3c1928] __TEXT,__cstring: Margin CRC and Parity Error (Gen4)
  [0x3c194b] __TEXT,__cstring: Detect Electrical Idle Inference
  [0x3c196c] __TEXT,__cstring: Receiver Error
  [0x3c197b] __TEXT,__cstring: Rx Recovery Request (When the controller receives TS1 OS in L0 state.)
  [0x3c19c2] __TEXT,__cstring: N_FTS Timeout (Timeout when the controller's Rx condition is in Rx_L0.FTS)
  [0x3c1a0d] __TEXT,__cstring: Framing Error (Gen3)
  [0x3c1a22] __TEXT,__cstring: Deskew Error
  [0x3c1a2f] __TEXT,__cstring: BAD TLP
  [0x3c1a37] __TEXT,__cstring: LCRC Error
  [0x3c1a42] __TEXT,__cstring: BAD DLLP
  [0x3c1a4b] __TEXT,__cstring: Replay Number Rollover
  [0x3c1a62] __TEXT,__cstring: Replay Timeout
  [0x3c1a71] __TEXT,__cstring: Rx Nak DLLP
  [0x3c1a7d] __TEXT,__cstring: Tx Nak DLLP
  [0x3c1a89] __TEXT,__cstring: Retry TLP
  [0x3c1a93] __TEXT,__cstring: FC Timeout
  [0x3c1a9e] __TEXT,__cstring: Poisoned TLP
  [0x3c1aab] __TEXT,__cstring: ECRC Error
  [0x3c1ab6] __TEXT,__cstring: Unsupported Request
  [0x3c1aca] __TEXT,__cstring: Completer Abort
  [0x3c1ada] __TEXT,__cstring: Completion Timeout
  [0x3c1aed] __TEXT,__cstring: EBUF SKP Add
  [0x3c1afa] __TEXT,__cstring: EBUF SKP Delete
  [0x3c1b0a] __TEXT,__cstring: L0 to Recovery Entry
  [0x3c1b1f] __TEXT,__cstring: L1 to Recovery Entry
  [0x3c1b34] __TEXT,__cstring: Tx L0s Entry
  [0x3c1b41] __TEXT,__cstring: Rx L0s Entry
  [0x3c1b4e] __TEXT,__cstring: ASPM L1 reject (Received PM_Active_State_Nak)
  [0x3c1b7c] __TEXT,__cstring: L1 Entry
  [0x3c1b85] __TEXT,__cstring: L1 CPM
  [0x3c1b8c] __TEXT,__cstring: L1.1 Entry
  [0x3c1b97] __TEXT,__cstring: L1.2 Entry
  [0x3c1ba2] __TEXT,__cstring: L1 Short Duration (No. of times link entered L1.0 state but exited to L0 without entering L1.1 or L1.2 states)
  [0x3c1c11] __TEXT,__cstring: L1.2 abort
  [0x3c1c1c] __TEXT,__cstring: L2 Entry
  [0x3c1c25] __TEXT,__cstring: Speed Change (Gen2)
  [0x3c1c39] __TEXT,__cstring: Link width Change (x2)
  [0x3c1c50] __TEXT,__cstring: Tx Ack DLLP
  [0x3c1c5c] __TEXT,__cstring: Tx Update FC DLLP
  [0x3c1c6e] __TEXT,__cstring: Rx Ack DLLP
  [0x3c1c7a] __TEXT,__cstring: Rx Update FC DLLP
  [0x3c1c8c] __TEXT,__cstring: Rx Nullified TLP
  [0x3c1c9d] __TEXT,__cstring: Tx Nullified TLP
  [0x3c1cae] __TEXT,__cstring: Rx Duplicate TLP
  [0x3c1cbf] __TEXT,__cstring: Tx Memory Write
  [0x3c1ccf] __TEXT,__cstring: Tx Memory Read
  [0x3c1cde] __TEXT,__cstring: Tx Config Write
  [0x3c1cee] __TEXT,__cstring: Tx Config Read
  [0x3c1cfd] __TEXT,__cstring: Tx IO Write
  [0x3c1d09] __TEXT,__cstring: Tx IO Read
  [0x3c1d14] __TEXT,__cstring: Tx Completion without Data
  [0x3c1d2f] __TEXT,__cstring: Tx Completion with Data
  [0x3c1d47] __TEXT,__cstring: Tx Message TLP (PCIe VC only)
  [0x3c1d65] __TEXT,__cstring: Tx Atomic
  [0x3c1d6f] __TEXT,__cstring: Tx TLP with Prefix
  [0x3c1d82] __TEXT,__cstring: Rx Memory Write
  [0x3c1d92] __TEXT,__cstring: Rx Memory Read
  [0x3c1da1] __TEXT,__cstring: Rx IO Write
  [0x3c1dad] __TEXT,__cstring: Rx IO Read
  [0x3c1db8] __TEXT,__cstring: Rx Completion without Data
  [0x3c1dd3] __TEXT,__cstring: Rx Completion with Data
  [0x3c1deb] __TEXT,__cstring: Rx Message TLP (PCIe VC only)
  [0x3c1e09] __TEXT,__cstring: Rx Atomic
  [0x3c1e13] __TEXT,__cstring: Rx TLP with Prefix
  [0x3c1e26] __TEXT,__cstring: registerKernelClientToAppleBasebandFunction
  [0x3c1e52] __TEXT,__cstring: ocpDataReadyToKernelClientFunction
  [0x3c1e75] __TEXT,__cstring: spmiReadyToKernelClientFunction
  [0x3c1e95] __TEXT,__cstring: spmiErrorToKernelClientFunction
  [0x3c1eb5] __TEXT,__cstring: ocpErrorToKernelClientFunction
  [0x3c1ed4] __TEXT,__cstring: IOPlatformDevice
  [0x3c1ee5] __TEXT,__cstring: product
  [0x3c1eed] __TEXT,__cstring: %s: failed to get product
  [0x3c1f08] __TEXT,__cstring: getBasebandChipset
  [0x3c1f1b] __TEXT,__cstring: baseband-chipset
  [0x3c1f2c] __TEXT,__cstring: AppleConvergedIPCBBControl
  [0x3c1f47] __TEXT,__cstring: site.AppleConvergedIPCBBControl
  [0x3c1f67] __TEXT,__cstring: 1211111212221212112111111111111111222221111111112212111112121
  [0x3c1fa5] __TEXT,__cstring: acipc_skip_reset_flags
  [0x3c1fbe] __TEXT,__cstring: ACIPC skip reset detect pin
  [0x3c1fda] __TEXT,__cstring: valid_providers
  [0x3c1fea] __TEXT,__cstring: %s:: probe
  [0x3c1ff6] __TEXT,__cstring: %s::%s: class name is not OSString
  [0x3c201a] __TEXT,__cstring: probe
  [0x3c2020] __TEXT,__cstring: %s:: %s MetaClass does not exist
  [0x3c2044] __TEXT,__cstring: abp-debug
  [0x3c204e] __TEXT,__cstring: super::start failed
  [0x3c2063] __TEXT,__cstring: com.apple.acipc.bb.preventSleep
  [0x3c2083] __TEXT,__cstring: %s %s :: creating power assertion failed
  [0x3c20ad] __TEXT,__cstring: start
  [0x3c20b3] __TEXT,__cstring: %s %s :: power assertion timer failed
  [0x3c20da] __TEXT,__cstring: %s %s :: adding power assertion timer to workloop failed
  [0x3c2114] __TEXT,__cstring: PCIPortEnable
  [0x3c2122] __TEXT,__cstring: PCIPortEnableFailureFatal
  [0x3c213c] __TEXT,__cstring: Client
  [0x3c2143] __TEXT,__cstring: PCIPortSleepEnable
  [0x3c2156] __TEXT,__cstring: PCIDriverIsUp
  [0x3c2164] __TEXT,__cstring: AppleConvergedIPCBBControl.cpp
  [0x3c2183] __TEXT,__cstring: BasebandInReset
  [0x3c2193] __TEXT,__cstring: Cellular.reset
  [0x3c21a2] __TEXT,__cstring: Cellular.bbmsg
  [0x3c21b1] __TEXT,__cstring: "unable to remap memory segments" @%s:%d
  [0x3c21da] __TEXT,__cstring: Cellular.error
  [0x3c21e9] __TEXT,__cstring: Cellular.ctrl
  [0x3c21f7] __TEXT,__cstring: AppleCellularDataPlaneWorkLoop
  [0x3c2216] __TEXT,__cstring: site.AppleCellularDataPlaneWorkLoop
  [0x3c223a] __TEXT,__cstring: 1211111212
  [0x3c2245] __TEXT,__cstring: AppleConvergedIPCBBRTIInterface
  [0x3c2265] __TEXT,__cstring: site.AppleConvergedIPCBBRTIInterface
  [0x3c228a] __TEXT,__cstring: AppleConvergedIPCBBRTIInterface.cpp
  [0x3c22ae] __TEXT,__cstring: IOAppleConvergedIPCBBUserClient
  [0x3c22ce] __TEXT,__cstring: AppleCellularAQMReporter
  [0x3c22e7] __TEXT,__cstring: site.AppleCellularAQMReporter
  [0x3c2305] __TEXT,__cstring: 12111112122212121111121
  [0x3c231d] __TEXT,__cstring: AppleCellularAQMReporter.cpp
  [0x3c233a] __TEXT,__cstring: cellular-aqm-time-ms
  [0x3c234f] __TEXT,__cstring: B16@?0^{AppleCellularNetworkInterface=^^?i^{ExpansionData}^{OSDictionary}^{OSDictionary}^{ExpansionData}^{IOService}i^{IOService}[2I]QQ^{IOServicePM}B^vi^{IOInterruptSource}^{ExpansionData}^{OSArray}^{IOSkywalkPacketBufferPool}^{IOSkywalkPacketBufferPool}^{IOSkywalkInterfaceVars}^{ExpansionData}(?=i)^{IOSkywalkNetworkInterfaceVars}^{OSOrderedSet}^{OSDictionary}B^{AppleConvergedIPCBBRTIInterface}^{AppleCellularDataPlane}^{AppleCellularNetworkQueue}^{AppleIPAppender}^{IOWorkLoop}^{IOSkywalkLogicalLink}^{OSArray}^{OSArray}Qi{AppleCellularNetworkInterfaceParams=SIIIQ*[16{AppleCellularNetworkQueueParams=ISSSSIIII}]}^{ifnet_interface_advisory}^{if_link_status}BB{atomic_flag=AB}[9c]BS^{_IOLock}BB}8
  [0x3c2610] __TEXT,__cstring: AppleConvergedPCIICEBB
  [0x3c2627] __TEXT,__cstring: site.AppleConvergedPCIICEBB
  [0x3c2643] __TEXT,__cstring: AppleConvergedPCIICEBB::probe ok
  [0x3c2665] __TEXT,__cstring: AppleConvergedPCIICEBB.cpp
  [0x3c2680] __TEXT,__cstring: site.AppleCellularDataPacketPool
  [0x3c26a1] __TEXT,__cstring: 12111112122212121111111111122222122212222121112121122222
  [0x3c26da] __TEXT,__cstring: AppleCellularDataPacketPool.cpp
  [0x3c26fa] __TEXT,__cstring: site.AppleCellularDataRTIRing
  [0x3c2718] __TEXT,__cstring: 2111121122222212222222
  [0x3c272f] __TEXT,__cstring: Cellular:Tx
  [0x3c273b] __TEXT,__cstring: Cellular:Rx
  [0x3c2747] __TEXT,__cstring: tx-pool-config
  [0x3c2756] __TEXT,__cstring: rx-pool-config
  [0x3c2765] __TEXT,__cstring: buffer-size
  [0x3c2771] __TEXT,__cstring: cellular-tx-override-buffersize
  [0x3c2791] __TEXT,__cstring: buffer-count
  [0x3c279e] __TEXT,__cstring: segment-size
  [0x3c27ab] __TEXT,__cstring: packet-count
  [0x3c27b8] __TEXT,__cstring: AppleCellularPacketPoolTagInfo
  [0x3c27d7] __TEXT,__cstring: AppleCellularDataPlaneInt1
  [0x3c27f2] __TEXT,__cstring: site.AppleCellularDataPlaneInt1
  [0x3c2812] __TEXT,__cstring: 12111112122212121111111111111212222221222222122222212222221222222221121121121121111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111122111222222111112221112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112111211121112
  [0x3c2a7c] __TEXT,__cstring: AppleCellularDataPlaneInt1.cpp
  [0x3c2a9b] __TEXT,__cstring: LedaBBRTIPipe.cpp
  [0x3c2aad] __TEXT,__cstring: LedaBBRTIPipe
  [0x3c2abb] __TEXT,__cstring: AppleConvergedIPCICEBBControl
  [0x3c2ad9] __TEXT,__cstring: site.AppleConvergedIPCICEBBControl
  [0x3c2afc] __TEXT,__cstring: AppleConvergedIPCICEBBControl.cpp
  [0x3c2b1e] __TEXT,__cstring: ice19
  [0x3c2b24] __TEXT,__cstring: AppleCellularDataPlaneUserClient
  [0x3c2b45] __TEXT,__cstring: site.AppleCellularDataPlaneUserClient
  [0x3c2b6b] __TEXT,__cstring: 121111121222121211111111111111122222222
  [0x3c2b93] __TEXT,__cstring: %s::%s:super failed
  [0x3c2ba8] __TEXT,__cstring: initWithTask
  [0x3c2bb5] __TEXT,__cstring: %s::%s:user client missing access entitlement
  [0x3c2be4] __TEXT,__cstring: acipc-skip-entitlement
  [0x3c2bfb] __TEXT,__cstring: %s::%s:client lacks access entitlement
  [0x3c2c23] __TEXT,__cstring: %s::%s:
  [0x3c2c2c] __TEXT,__cstring: com.apple.driver.AppleConvergedIPCICEBBControl.user-access
  [0x3c2c67] __TEXT,__cstring: AppleCellularDataPlaneUserClient.cpp
  [0x3c2c8c] __TEXT,__cstring: AppleConvergedIPCICEBBBTIDevice
  [0x3c2cac] __TEXT,__cstring: site.AppleConvergedIPCICEBBBTIDevice
  [0x3c2cd1] __TEXT,__cstring: 12111112122212121112222222221211
  [0x3c2cf2] __TEXT,__cstring: AppleConvergedIPCICEBBBTIInterface
  [0x3c2d15] __TEXT,__cstring: site.AppleConvergedIPCICEBBBTIInterface
  [0x3c2d3d] __TEXT,__cstring: 121111121222121211122222222211111112111
  [0x3c2d65] __TEXT,__cstring: AppleConvergedIPCICEBBRTIDevice
  [0x3c2d85] __TEXT,__cstring: site.AppleConvergedIPCICEBBRTIDevice
  [0x3c2daa] __TEXT,__cstring: AppleConvergedIPCICEBBRTIDevice.cpp
  [0x3c2dce] __TEXT,__cstring: LedaBBRTIContext.cpp
  [0x3c2de3] __TEXT,__cstring: LedaBBRTIContext
  [0x3c2df4] __TEXT,__cstring: AppleConvergedPCILedaBB
  [0x3c2e0c] __TEXT,__cstring: site.AppleConvergedPCILedaBB
  [0x3c2e29] __TEXT,__cstring: 1211111212221212121121211112111111111111111111111111111111111111111111111111111111111111111111112222222222222222222222212
  [0x3c2ea3] __TEXT,__cstring: acipc-ignore-refclk-enable
  [0x3c2ebe] __TEXT,__cstring: enable-refclk-gating
  [0x3c2ed3] __TEXT,__cstring: acipc-ignore-ptm-check
  [0x3c2eea] __TEXT,__cstring: maximum-link-speed
  [0x3c2efd] __TEXT,__cstring: leda-skip-linkspeedchange
  [0x3c2f17] __TEXT,__cstring: AppleCellularNetworkQueueDLInt1
  [0x3c2f37] __TEXT,__cstring: site.AppleCellularNetworkQueueDLInt1
  [0x3c2f5c] __TEXT,__cstring: 122221222212222222222112111121112222222212211111111212222222222222222222
  [0x3c2fa5] __TEXT,__cstring: AppleCellularNetworkQueueDLInt1.cpp
  [0x3c2fc9] __TEXT,__cstring: AppleCellularNetworkQueueStatsDLInt1
  [0x3c2fee] __TEXT,__cstring: AppleConvergedIPCLedaBBControl
  [0x3c300d] __TEXT,__cstring: site.AppleConvergedIPCLedaBBControl
  [0x3c3031] __TEXT,__cstring: 12111112122212121121111111111111112222211111111122121111121212211121
  [0x3c3076] __TEXT,__cstring: acipc_perf_log_flags
  [0x3c308b] __TEXT,__cstring: ACDP driver perf logging
  [0x3c30a4] __TEXT,__cstring: acipc_acdp_rss_settings
  [0x3c30bc] __TEXT,__cstring: ACDP driver RSS enable/disable
  [0x3c30db] __TEXT,__cstring: leda-targetlinkspeed
  [0x3c30f0] __TEXT,__cstring: IOPlatformExpertDevice
  [0x3c3107] __TEXT,__cstring: target-type
  [0x3c3117] __TEXT,__cstring: acdp-perf-logging
  [0x3c3129] __TEXT,__cstring: acdp-rss-settings
  [0x3c3140] __TEXT,__cstring: device-scan-timer
  [0x3c3152] __TEXT,__cstring: PCIPortLinkSpeedChange
  [0x3c3169] __TEXT,__cstring: leda-linkspeedchange-force-crash-bb
  [0x3c318d] __TEXT,__cstring: "Link speed change from ROM->iBOOT failed" @%s:%d
  [0x3c31bf] __TEXT,__cstring: AppleConvergedIPCLedaBBControl.cpp
  [0x3c31e2] __TEXT,__cstring: BasebandDeviceID
  [0x3c31f3] __TEXT,__cstring: AppleConvergedIPCLedaBBControl::setupPCIDevice %u
  [0x3c3226] __TEXT,__cstring: AppleConvergedIPCLedaBBBTIDevice
  [0x3c3247] __TEXT,__cstring: site.AppleConvergedIPCLedaBBBTIDevice
  [0x3c326d] __TEXT,__cstring: AppleCellularDoorbellManagerInt1
  [0x3c328e] __TEXT,__cstring: site.AppleCellularDoorbellManagerInt1
  [0x3c32b4] __TEXT,__cstring: AppleConvergedIPCLedaBBRTIDevice
  [0x3c32d5] __TEXT,__cstring: site.AppleConvergedIPCLedaBBRTIDevice
  [0x3c32fb] __TEXT,__cstring: 121111121222121211122222222211111121122121212121111111111111211112111111211111121111112111111211111121111112111111211111111111111111122212122
  [0x3c3389] __TEXT,__cstring: AppleConvergedIPCLedaBBRTIDevice.cpp
  [0x3c33ae] __TEXT,__cstring: priority
  [0x3c33b7] __TEXT,__cstring: AppleCellularDataPacketPoolInt1
  [0x3c33d7] __TEXT,__cstring: site.AppleCellularDataPacketPoolInt1
  [0x3c33fc] __TEXT,__cstring: 1211111212221212111111111112222212221222212111212112222212
  [0x3c3437] __TEXT,__cstring: AppleCellularDataPacketPoolInt1.cpp
  [0x3c3460] __TEXT,__cstring: AppleConvergedIPCLedaBBBTIInterface
  [0x3c3484] __TEXT,__cstring: site.AppleConvergedIPCLedaBBBTIInterface
  [0x3c34ad] __TEXT,__cstring: 121111121222121211122222222211111112111212
  [0x3c34d8] __TEXT,__cstring: leda-nonce-timeout
  [0x3c34eb] __TEXT,__cstring: leda-rom-mmio-dump
  [0x3c34fe] __TEXT,__cstring: TimeEventRegistration
  [0x3c3514] __TEXT,__cstring: site.TimeEventRegistration
  [0x3c352f] __TEXT,__cstring: 12111111111
  [0x3c353b] __TEXT,__cstring: UserMemoryMapping
  [0x3c354d] __TEXT,__cstring: site.UserMemoryMapping
  [0x3c3564] __TEXT,__cstring: 121221
  [0x3c356b] __TEXT,__cstring: site.IOAppleConvergedIPCBBUserClient
  [0x3c3590] __TEXT,__cstring: 1211111212221212111111111111111112112121111111111111111
  [0x3c35c8] __TEXT,__cstring: %s::%s: failed to allocate time event lock
  [0x3c35f4] __TEXT,__cstring: %s::%s: failed to allocate open lock
  [0x3c361a] __TEXT,__cstring: %s::%s: failed to allocate mappings lock
  [0x3c3644] __TEXT,__cstring: %s::%s: failed to allocate time event registrations
  [0x3c3679] __TEXT,__cstring: %s::%s: failed to allocate user mappings set
  [0x3c36a7] __TEXT,__cstring: %s::%s: super failed
  [0x3c36bd] __TEXT,__cstring: com.apple.driver.AppleConvergedIPCICEBB.user-access
  [0x3c36f1] __TEXT,__cstring: IOAppleConvergedIPCBBUserClient.cpp
  [0x3c3715] __TEXT,__cstring: site.IOACIPCUserClientAsyncParamBlock
  [0x3c373b] __TEXT,__cstring: 2113111111
  [0x3c3746] __TEXT,__cstring: IOAppleConvergedIPCBBControlUserClient
  [0x3c376d] __TEXT,__cstring: site.IOAppleConvergedIPCBBControlUserClient
  [0x3c3799] __TEXT,__cstring: 1211111212221212111111111111111121
  [0x3c37bc] __TEXT,__cstring: AppleConvergedIPCSkywalkMemorySegment
  [0x3c37e2] __TEXT,__cstring: site.AppleConvergedIPCSkywalkMemorySegment
  [0x3c380d] __TEXT,__cstring: 12111111121112211211122211
  [0x3c3828] __TEXT,__cstring: AppleConvergedIPCSkywalkMemorySegment.cpp
  [0x3c3852] __TEXT,__cstring: "memory addresses [0x%llx, 0x%llx] out of range\n" @%s:%d
  [0x3c388c] __TEXT,__cstring: AppleConvergedIPCSkywalkPacket
  [0x3c38ab] __TEXT,__cstring: site.AppleConvergedIPCSkywalkPacket
  [0x3c38cf] __TEXT,__cstring: 1211111111222211212121222222221122222211
  [0x3c38f8] __TEXT,__cstring: IOSkywalkNetworkPacket::initWithPool failed
  [0x3c3925] __TEXT,__cstring: AppleConvergedIPCSkywalkPacket.cpp
  [0x3c3948] __TEXT,__cstring: "IOSkywalkCloneableNetworkPacket::prepareWithQueue failed: Q: %p, direction: %u ret: 0x%x\n" @%s:%d
  [0x3c39ac] __TEXT,__cstring: AppleConvergedIPCSkywalkMemorySegment.hpp
  [0x3c39d6] __TEXT,__cstring: AppleCellularNetworkInterface
  [0x3c39f4] __TEXT,__cstring: site.AppleCellularNetworkInterface
  [0x3c3a17] __TEXT,__cstring: 12111112122212121111111211121111111122223322222222222222222222222222222222222222222222222222222222112212
  [0x3c3a80] __TEXT,__cstring: AppleCellularNetworkInterface.cpp
  [0x3c3aa2] __TEXT,__cstring: pdp_ip%.2u
  [0x3c3aad] __TEXT,__cstring: IOInterfaceUnit
  [0x3c3abd] __TEXT,__cstring: site.struct ifnet_interface_advisory
  [0x3c3ae2] __TEXT,__cstring: site.struct if_link_status
  [0x3c3afd] __TEXT,__cstring: acdp-test-metadata-tx
  [0x3c3b13] __TEXT,__cstring: pdp_ip
  [0x3c3b1a] __TEXT,__cstring: AppleCellularNetworkQueueParams
  [0x3c3b3a] __TEXT,__cstring: AppleConvergedIPCSkywalkPacketBufferPool
  [0x3c3b63] __TEXT,__cstring: site.AppleConvergedIPCSkywalkPacketBufferPool
  [0x3c3b91] __TEXT,__cstring: 1211122222211111111111121121212
  [0x3c3bb1] __TEXT,__cstring: AppleConvergedIPCSkywalkPacketBufferPool::withOptions:super class failed to create packet buffer pool
  [0x3c3c18] __TEXT,__cstring: AppleConvergedIPCSkywalkPacketBufferPool.cpp
  [0x3c3c45] __TEXT,__cstring: AppleCellularNetworkInterfaceInt1
  [0x3c3c67] __TEXT,__cstring: site.AppleCellularNetworkInterfaceInt1
  [0x3c3c8e] __TEXT,__cstring: AppleCellularNetworkInterfaceInt1.cpp
  [0x3c3cb4] __TEXT,__cstring: acipcRTIMetaDataFaceTimeFeedback
  [0x3c3cd5] __TEXT,__cstring: acipcRTIMetaDataAVCMetrics
  [0x3c3cf0] __TEXT,__cstring: acipcRTIMetaDataLinkQualityMetrics
  [0x3c3d13] __TEXT,__cstring: AppleConvergedIPCPDPSharedRxSubmissionQ
  [0x3c3d3b] __TEXT,__cstring: site.AppleConvergedIPCPDPSharedRxSubmissionQ
  [0x3c3d68] __TEXT,__cstring: 12111112122212121112212111122222222211112111
  [0x3c3d95] __TEXT,__cstring: failed to instantiate rxSubmissionQ
  [0x3c3dbb] __TEXT,__cstring: AppleConvergedIPCPDPSharedRxSubmissionQ::initWithInfo: super::init failed
  [0x3c3e06] __TEXT,__cstring: AppleConvergedIPCPDPSharedRxSubmissionQ.cpp
  [0x3c3e32] __TEXT,__cstring: site.RegisterDataQueue
  [0x3c3e4c] __TEXT,__cstring: site.registerData
  [0x3c3e62] __TEXT,__cstring: AppleConvergedIPCRingDirection
  [0x3c3e81] __TEXT,__cstring: AppleConvergedIPCTransferRingShared
  [0x3c3ea5] __TEXT,__cstring: AppleConvergedIPCGroupIndex
  [0x3c3ec1] __TEXT,__cstring: AppleConvergedIPCRingIndex
  [0x3c3edc] __TEXT,__cstring: i24@?0^^{IOACIPCDescriptor}8^I16
  [0x3c3efd] __TEXT,__cstring: IOAppleConvergedIPCRTISharedInterface
  [0x3c3f23] __TEXT,__cstring: ACIPCInterfaceProviderDevice
  [0x3c3f45] __TEXT,__cstring: sharedinterface
  [0x3c3f55] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase::pciRegisterThreadCall: failed to run action 0x%x
  [0x3c3faa] __TEXT,__cstring: invalid
  [0x3c3fb2] __TEXT,__cstring: AppleConvergedIPCPDPManager
  [0x3c3fce] __TEXT,__cstring: site.AppleConvergedIPCPDPManager
  [0x3c3fef] __TEXT,__cstring: 12111112122212121111121112222222111122121112
  [0x3c401c] __TEXT,__cstring: AppleConvergedIPCPDPManager:: no valid provider
  [0x3c404d] __TEXT,__cstring: AppleConvergedIPCPDPManager::start()
  [0x3c4073] __TEXT,__cstring: AppleConvergedIPCPDPManager::start(): provider is not an instance of AppleConvergedIPCBBControl
  [0x3c40dd] __TEXT,__cstring: constants
  [0x3c40e7] __TEXT,__cstring: fallback
  [0x3c40f0] __TEXT,__cstring: interface_count
  [0x3c4100] __TEXT,__cstring: interface-count
  [0x3c4110] __TEXT,__cstring: tx_slot_size
  [0x3c411d] __TEXT,__cstring: rx_slot_size
  [0x3c412a] __TEXT,__cstring: tx_footer_size
  [0x3c4139] __TEXT,__cstring: rx_footer_size
  [0x3c4148] __TEXT,__cstring: tx_segment_size
  [0x3c4158] __TEXT,__cstring: rx_segment_size
  [0x3c4168] __TEXT,__cstring: max_rx_tput
  [0x3c4174] __TEXT,__cstring: max_rx_aggregation
  [0x3c4187] __TEXT,__cstring: ifnet_eflags
  [0x3c4194] __TEXT,__cstring: direct_interface_count
  [0x3c41ab] __TEXT,__cstring: direct_interface_constants
  [0x3c41c6] __TEXT,__cstring: max_pending_write_bytes
  [0x3c41de] __TEXT,__cstring: PDP Tx Pool
  [0x3c41ea] __TEXT,__cstring: AppleConvergedIPCPDPManager.cpp
  [0x3c420a] __TEXT,__cstring: PDP Rx Pool
  [0x3c4216] __TEXT,__cstring: rx_shared_queue
  [0x3c4226] __TEXT,__cstring: site.AppleConvergedIPCPDPInterfaceBase *
  [0x3c424f] __TEXT,__cstring: site.UInt32
  [0x3c425b] __TEXT,__cstring: interface_override
  [0x3c426e] __TEXT,__cstring: tx_slot_count
  [0x3c427c] __TEXT,__cstring: rx_slot_count
  [0x3c428a] __TEXT,__cstring: rx_submission_slot_count
  [0x3c42a3] __TEXT,__cstring: pdp_ip%u
  [0x3c42ac] __TEXT,__cstring: acipc-tx-slot-count
  [0x3c42c0] __TEXT,__cstring: tx_pool_capacity
  [0x3c42d1] __TEXT,__cstring: rx_pool_capacity
  [0x3c42e2] __TEXT,__cstring: site.AppleConvergedIPCPDPSharedRxSubmissionQ *
  [0x3c4311] __TEXT,__cstring: kACIPCPDPWriteTimeout
  [0x3c4327] __TEXT,__cstring: kACIPCPDPBadMuxHeader
  [0x3c433d] __TEXT,__cstring: kACIPCPDPBadControlCommand
  [0x3c4358] __TEXT,__cstring: kACIPCPDPBadControlResponse
  [0x3c4374] __TEXT,__cstring: kACIPCPDPWriteFailed
  [0x3c4389] __TEXT,__cstring: kACIPCPDPReadFailed
  [0x3c439d] __TEXT,__cstring: kACIPCPDPControlCommandFailed
  [0x3c43bb] __TEXT,__cstring: kACIPCPDPControlResponseFailed
  [0x3c43da] __TEXT,__cstring: kACIPCPDPInboundPacketDropped
  [0x3c43f8] __TEXT,__cstring: kACIPCPDPOutboundPacketDropped
  [0x3c4417] __TEXT,__cstring: kACIPCPDPControlCommandDropped
  [0x3c4436] __TEXT,__cstring: kACIPCPDPControlResponseDropped
  [0x3c4456] __TEXT,__cstring: kACIPCPDPCloningFailed
  [0x3c446d] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase
  [0x3c448f] __TEXT,__cstring: site.AppleConvergedIPCPDPInterfaceBase
  [0x3c44b6] __TEXT,__cstring: 12111112122212121111111211121121111111111111111211211211211112111121
  [0x3c44fb] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase.cpp
  [0x3c4521] __TEXT,__cstring: pdp_ip%1u
  [0x3c452b] __TEXT,__cstring: %s::%s: super::start failed
  [0x3c4548] __TEXT,__cstring: site.IOService *
  [0x3c4559] __TEXT,__cstring: site.PendSharedQDataQueue
  [0x3c4573] __TEXT,__cstring: site.RegistrationInfo
  [0x3c4589] __TEXT,__cstring: 222222122222222222222222222222222
  [0x3c45ab] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase::signalOutput: %p is not an instance of AppleConvergedIPCPDPInterfaceBase
  [0x3c4618] __TEXT,__cstring: site.PDPEventMessage
  [0x3c462d] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase::pdpAddProto: unknown proto %u
  [0x3c466f] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase::getProtocolFamily: mbuf points to NULL
